dc,Ares,https://dcextendeduniverse.fandom.com/wiki/Ares,48633
dc,Black Manta,https://dcextendeduniverse.fandom.com/wiki/Black_Manta,17898
dc,Bloodsport,https://dcextendeduniverse.fandom.com/wiki/Bloodsport,20683
dc,Cheetah,https://dcextendeduniverse.fandom.com/wiki/Cheetah,20517
dc,Darkseid,https://dcextendeduniverse.fandom.com/wiki/Darkseid,24824
dc,Deadshot,https://dcextendeduniverse.fandom.com/wiki/Deadshot,38175
dc,Doomsday,https://dcextendeduniverse.fandom.com/wiki/Doomsday,17342
dc,Enchantress,https://dcextendeduniverse.fandom.com/wiki/Enchantress,27448
dc,Faora-Ul,https://dcextendeduniverse.fandom.com/wiki/Faora-Ul,28678
dc,Joker,https://dcextendeduniverse.fandom.com/wiki/Joker,45727
dc,Killer Croc,https://dcextendeduniverse.fandom.com/wiki/Killer_Croc,13673
dc,King Shark,https://dcextendeduniverse.fandom.com/wiki/King_Shark,12237
dc,Max Lord,https://dcextendeduniverse.fandom.com/wiki/Max_Lord,14205
dc,Erich Ludendorff,https://dcextendeduniverse.fandom.com/wiki/Erich_Ludendorff,21375
dc,Lex Luthor,https://dcextendeduniverse.fandom.com/wiki/Lex_Luthor,135686
dc,Orm Marius,https://dcextendeduniverse.fandom.com/wiki/Orm_Marius,24657
dc,Nam-Ek,https://dcextendeduniverse.fandom.com/wiki/Nam-Ek,10115
dc,Peacemaker,https://dcextendeduniverse.fandom.com/wiki/Peacemaker,22102
dc,Polka-Dot Man,https://dcextendeduniverse.fandom.com/wiki/Polka-Dot_Man,12397
dc,Harley Quinn,https://dcextendeduniverse.fandom.com/wiki/Harley_Quinn,79908
dc,Ratcatcher 2,https://dcextendeduniverse.fandom.com/wiki/Ratcatcher_2,13117
dc,Thaddeus Sivana,https://dcextendeduniverse.fandom.com/wiki/Thaddeus_Sivana,21078
dc,Slipknot,https://dcextendeduniverse.fandom.com/wiki/Slipknot,8887
dc,Steppenwolf,https://dcextendeduniverse.fandom.com/wiki/Steppenwolf,23412
dc,Thinker,https://dcextendeduniverse.fandom.com/wiki/Thinker,6140
dc,Dru-Zod,https://dcextendeduniverse.fandom.com/wiki/Dru-Zod,43029
dc,Victor Zsasz,https://dcextendeduniverse.fandom.com/wiki/Victor_Zsasz,11782
dc,Aquaman,https://dcextendeduniverse.fandom.com/wiki/Aquaman,56287
dc,Batman,https://dcextendeduniverse.fandom.com/wiki/Batman,174655
dc,Mary Bromfield,https://dcextendeduniverse.fandom.com/wiki/Mary_Bromfield,10857
dc,Eugene Choi,https://dcextendeduniverse.fandom.com/wiki/Eugene_Choi,10177
dc,Cyborg,https://dcextendeduniverse.fandom.com/wiki/Cyborg,28119
dc,Rick Flag,https://dcextendeduniverse.fandom.com/wiki/Rick_Flag,27348
dc,Flash,https://dcextendeduniverse.fandom.com/wiki/Flash,36197
dc,Freddy Freeman,https://dcextendeduniverse.fandom.com/wiki/Freddy_Freeman,15033
dc,Hippolyta,https://dcextendeduniverse.fandom.com/wiki/Hippolyta,18570
dc,Huntress,https://dcextendeduniverse.fandom.com/wiki/Huntress,11489
dc,Jor-El,https://dcextendeduniverse.fandom.com/wiki/Jor-El,17947
dc,Lois Lane,https://dcextendeduniverse.fandom.com/wiki/Lois_Lane,38939
dc,Martian Manhunter,https://dcextendeduniverse.fandom.com/wiki/Martian_Manhunter,20056
dc,Mera,https://dcextendeduniverse.fandom.com/wiki/Mera,23902
dc,Alfred Pennyworth,https://dcextendeduniverse.fandom.com/wiki/Alfred_Pennyworth,21548
dc,Robin,https://dcextendeduniverse.fandom.com/wiki/Robin,11237
dc,Superman,https://dcextendeduniverse.fandom.com/wiki/Superman,159538
dc,Steve Trevor,https://dcextendeduniverse.fandom.com/wiki/Steve_Trevor,18891
dc,Nuidis Vulko,https://dcextendeduniverse.fandom.com/wiki/Nuidis_Vulko,12001
dc,Wonder Woman,https://dcextendeduniverse.fandom.com/wiki/Wonder_Woman,106711
dc,Zeus,https://dcextendeduniverse.fandom.com/wiki/Zeus,20143
